DENOMINAÇÃO SOCIAL ,NOME DE PREGÃO,CÓDIGO,CNPJ,DATA REGISTRO,DATA DE CANCELAMENTO,ÚLTIMO ENDEREÇO E ; TELEFONE DA SEDE ,MOTIVO DO CANCELAMENTO
MANASA MADEIREIRA NACIONAL S.A. ,MANASA,MNSA,60.400.009/0001-11,10/11/1972,30/03/2006,"Av. Paulista, 2001 5º andar / Sala 506; CEP:01311-931; São Paulo - SP; Tel.:(11)287-6456","Cancelou registro de Cia Aberta. O acionista controlador Traninvest Comércio e Participações S.A. realizou OPA na BOVESPA em 17/03/2006 ao preço R$ 0,49 /mil ações ON e R$ 0,45 /mil ações PN, com pagamento à vista. Acrescido da TR e de juros de 6% a.a., pró rata-temporis de 17/06/2005 até a data da efetiva liquidação financeira da operação. "
MARAMBAIA ENERGIA RENOVAVEL S.A.,MARAMBAIA,CTPC,51.468.056/0001-06,7/2/1984,1/11/2013,"Rua Luigi Galvani, 70 - Sala 92; CEP:04575-020; São Paulo - SP; Tel.:(24)2233-5014",Cancelou registro de cia. aberta.
MARISA S.A.,MARISA,MARI,08.262.343/0001-36,10/10/2007,27/07/2010,"Rua James Holland, 422 ; CEP:01138-000; São Paulo - SP; Tel.:(11)2109-6252",Incorporada pela Marisa Lojas S.A. Cada ação ON foi substituída por uma ação ON da Marisa Lojas S.A.
MARISOL S.A.,MARISOL,MRSL,84.429.752/0001-62,3/25/1980,7/3/2012,"Rua Bernardo Dornbusch, 1300 - Caixa Postal 407; CEP: 89256-901; Jaraguá do Sul - SC; Tel.: (47) 3372-6011","Cancelou registro de cia aberta. A acionista GFV Participações S.A. realizou OPA na BMFBOVESPA em 04/06/2012 ao preço de R$ 3,05 /ação. "
MARTREX S.A.,MARTREX,EPED,56.021.785/0001-33,10/13/1986,1/29/2001,"Rua Catarina Braida,61
; CEP: 03169 - 030
; São Paulo - SP 
; Tel.: (19)3459-6800","Cancelou registro de Cia Aberta . Os acionistas controladores, Jorge José Stroeymeyte e Agustin Manuel Gasalla formularam OPA realizada na BOVESPA em 20/12/2000 ao preço de R$ 14,00 /mil ações."
MASTER S.A. TECIDOS PLÁSTICOS,MASTER,MSTR,07.645.260/0001-63 ,1/6/1986,6/17/2002,"Av. Mozart Pinheiro de Lucena,2498
; CEP: 60353 - 020
; Fortaleza - CE
; Tel.: (85)272-6462",Falta de atualização do registro perante a BVRG.
MATEL TECNOL. TELEINFORMÁTICA S.A.  - MATEC  ,MATEC,MATC,56.795.362/0001-70,4/29/1987,11/5/1999,"Rua Maria Prestes Maia,300 - 2ºandar
; CEP: 02047-901
; São Paulo - SP
; Tel.:  (11)6281-2000","Cancelou registro de Cia Aberta. O acionista controlador, Ericsson Telecomunicações S.A. realizou OPA na BOVESPA em 08/10/1999 ao preço de R$ 12,49 /mil ações."
MATONE SECURITIZADORA S.A.,MATONE SEC,MTNS,08.904.090/0001-57,8/17/2007,6/22/2012,"Rua Mariantes, 25 - 11º andar; CEP: 90430-181; Porto Alegre - RS; Tel.: (51) 3511-0123",Cancelou registro de cia aberta. Não admitida à cotação.
MCOM WIRELESS S.A.,MCOM WIRELES ,MCWS,01.102.291/0001-91,4/29/1996,6/22/2005,"Av. Brigadeiro Faria Lima,2927 - 
6ºandar / Cjto 62 
; CEP: 01452 - 000  
; São Paulo - SP 
; Tel.: (11)3168-8786","Incorporada pela Piraju Participações S.A. Cada lote de mil ações foi substituído por 1.052 ações da Piraju S.A., respeitando as espécies."
MEDIAL SAÚDE S.A.,MEDIAL SAUDE,MEDI,43.358.647/0001-00,19/06/2006,7/12/2010,"Rua Doutor Geraldo Campos Moreira, 240 - 4º andar; CEP:04571-020; São Paulo - SP; Tel.:(11)2112-4590","Incorporada pela Amil Assistência Medica Internacional S.A. Cada ação ON foi substituída por 2,6790123456 ações ON da Amil Assistência Medica Internacional S.A."
MELPAPER S.A.,MELPAPER,MLPA,00.020.540/0001-37,28/07/1994,17/02/2010,"RUA TITO, 479 ; CEP:05051-000; SÃO PAULO - SP; Tel.:3874-0609","Cancelou registro de Cia Aberta . O acionista controlador, Cia Melhoramentos de São Paulo, realizou OPA na BOVESPA em 23/12/2009 ao preço R$ 20,86/ação."
MENDES JUNIOR ENGENHARIA S.A.,MENDES JR,MEND,17.162.082/0001-73,11/10/1972,1/13/2020,"Avenida João Pinheiro,39 - 15º andar/Sala 153; CEP: 30130-183; Belo Horizonte-MG; Tel.: (31) 2121-9920","Listagem cancelada na BM&FBOVESPA, nos termos do item 10.2 do Regulamento para Listagem de Emissores e Admissão de Valores Mobiliários (Regulamento), devido ao descumprimento de requisitos previstos no Regulamento."
MESBLA S.A.,MESBLA,MESB,33.087.156/0001-00,10/3/1968,2/10/2000,"Rua do Passeio,42 - 5ºandar
; CEP: 20021 - 290
; Rio de Janeiro - RJ
; Tel.: (21)534-7720",Falta de atualização do registro perante a BVRJ.
METALAC S.A. INDÚSTRIA E COMÉRCIO,METALAC,MTCS,61.284.006/0001-22 ,7/31/1973,2/4/1999,"Av. Itavuvu,4690
; CEP: 18074-000
; Sorocaba - SP 
; Tel.:  (15)229-3561","Cancelou registro de Cia Aberta. O acionista controlador, Unbrako Indústria e Comércio Ltda. realizou OPA na BOVESPA em 11/01/1999 ao preço de R$ 7,54 /mil ações."
METALURGICA DUQUE S.A.,MET DUQUE,DUQE,84.683.762/0001-20,10/9/1979,1/18/2016,"Rua Engelberto Otto Hagemann, 396; CEP: 89226-185; Joinville - SC; Tel.: (47) 3451-2000",Cancelou registro de cia. aberta.
MÉTODO ENGENHARIA S.A.,METODO ENG,MTDO,43.710.946/0001-54,11/4/1998,6/23/2005,"Pça. Professor José Lannes,40 - 
1ºandar
; CEP: 04571 - 100
; São Paulo - SP
; Tel.: (11)504-7296",Cancelou registro de Cia Aberta . Aprovado por 100% dos acionistas. 
MLOG S.A.,MANABI ,MNBI,13.444.994/0001-87,9/12/2011,1/5/2017,"Rua Lauro Muller, 116 Salas 2601 e 2608; CEP:22290-160; Rio de Janeiro - RJ; Tel.:(21) 2538-4939",Não iniciou a negociação de seus valores mobiliários até o prazo máximo previsto no Regulamento para Listagem de Emissores e Admissão à Negociação de Valores Mobiliários da BM&FBOVESPA.
MODDATA S.A. ENG. TELEC. E INFORMÁTICA,MODDATA,MDDT,42.517.177/0001-00 ,5/12/1986,2/23/1999,"Rua da Assembléia,98 - 17ºandar
; CEP: 20011-000
; Rio de Janeiro - RJ 
; Tel.:  (21)223-1331 ",Registro cancelado pela BVRJ. A BOVESPA cancelou autorização para negociação em 09/02/1999.
MONTREAL EMPREENDIMENTOS COM. IND. S.A.,MONTREAL,VEMG,60.501.780/0001-85,12/10/1954,5/8/2000,"Rua São José,90  
Gr.314 / 315 - Parte
; CEP: 20013 - 900
; Rio de Janeiro - RJ 
; Tel.: (11)544-6095",Falta de atualização do registro perante a BOVESPA.
MOTO PEÇAS TRANSMISSÕES S.A.,MOTO PECAS,MTPS,16.236.440/0001-82 ,12/4/1986,10/17/2000,"Av. Hollingsworth, 719
; CEP: 18087 - 000
; Sorocaba - SP 
; Tel.: (15)228-3440 ","Cancelou registro de Cia Aberta . O acionista controlador, Dreston Finance S.A. realizou OPA na BOVESPA em 12/09/2000 ao preço de R$ 1,08 /mil ações."
MULLER S.A. INDÚSTRIA E COMÉRCIO ,MULLER,MULL,33.010.760/0001-39,11/6/1980,2/9/2000,"Estr. Alm Santiago Dantas,485
; CEP: 21665 - 210
; Rio de Janeiro - RJ
; Tel.: (21)452-2000",Falta de atualização do registro perante a BVRJ/falência requerida. A BOVESPA cancelou a autorização para negociação em 08/12/1998. 
MULTI-CAR RIO TERMINAL DE VEÍCULOS S.A.,MULTI-CAR,SPNR,02.369.513/0001-08,3/4/1998,3/31/2004,"Rua General Gurjão,02   Parte
; CEP: 20931 - 040
; Rio de Janeiro - RJ 
; Tel.: (21)3891-4938 ",Cancelou registro de Cia Aberta . Aprovado por 100% dos acionistas. Não estava admitida à cotação na BOVESPA.
MULTIPLUS S.A.,MULTIPLUS ,MPLU,11.094.546/0001-75,2/3/2010,5/8/2019,"Alameda Xingu, 350 - 15º e 17º andar; CEP: 06455-911; Barueri-SP; Tel.: (11) 5105-1847","Cancelou registro de cia aberta. A TAM LINHAS AÉREAS S.A. realizou OPA na B3 em 01/04/2019 ao preço de R$ 26,84 /ação. "
NADIR FIGUEIREDO IND E COM S.A.,NADIR FIGUEI,NAFG ,61.067.161/0001-97,3/18/1971,4/22/2020,"Av. Morvan Dias de Figueiredo, 3535; CEP:02063-903; São Pailo-SP; Tel.: (11) 2967-8800",Cancelou registro de Cia Aberta .O acionista Flamengo Participações S.A. realizou OPA na B3 em 13/03/2020. 
NET SERVICOS DE COMUNICACAO S.A.,NET ,NETC,00.108.786/0001-65,11/22/1994,2/23/2015,"Rua Verbo Divino, 1356 - 2º andar; CEP: 04719-002; São Paulo-SP; Tel.: (11) 2111-2785","Incorporada pela Claro S.A. Cada ação foi substituída por 0,0884 ação da Claro S.A."
NITROCARBONO S.A.,NITROCARBONO,CARB,13.558.218/0001-08,9/6/1994,1/22/2004,"Rua Hidrogênio,2318
; CEP: 42810 - 000
; Camacari - BA 
; Tel.: (71)632-4010 ","Incorporado pela Braskem S.A. Cada lote de mil ações foi substituído por 7,46744781 ações PNA da Braskem S.A., independente da espécie."
NOVA ACAO PARTICIPACOES S.A.,NOVA ACAO PA,NSAM,04.634.250/0001-34,1/31/2002,1/5/2017,"Rua Beatriz Larragoiti Lucas, 121; CEP; 20211-903; Rio de Janeiro-RJ; Tel.: (21) 2506-8585",Não iniciou a negociação de seus valores mobiliários até o prazo máximo previsto no Regulamento para Listagem de Emissores e Admissão à Negociação de Valores Mobiliários da BM&FBOVESPA.
NOVA AMÉRICA S.A.,NOVA AMERICA,NOVA,33.007.592/0001-22 ,1/3/1972,4/14/2000,"Estr. Cachoeira das Dores,1693
; CEP: 25275 - 215
; Duque de Caxias - RJ
; Tel.: (21)2678-4105",Mudou registro para Balcão Organizado (SOMA).
NOVA SECURITIZACAO S.A.,NOVA SECURIT,NSEC ,08.903.116/0001-42,9/11/2007,1/5/2017,"Rua Haddock Lobo, 131 - Sala 1105; CEP: 01414-001; São Paulo-SP; Tel.: (11) 2614-0550",Não iniciou a negociação de seus valores mobiliários até o prazo máximo previsto no Regulamento para Listagem de Emissores e Admissão à Negociação de Valores Mobiliários da BM&FBOVESPA.
NOVO HAMBURGO CIA DE SEGUROS  GERAIS ,NOVO HAMBURG,NHCS,91.677.682/0001-27 ,2/11/1972,8/18/1999,"Av. Pedro Adams Filho,5413
; CEP: 93310-001
; Novo Hamburgo - RS
; Tel.:  (51)594-3333",Cancelou registro de Cia Aberta. Não estava admitida à cotação na BOVESPA.
NOVOSINOS S.A. DISTR. DE TIT. VAL. MOB.,NOVOSINOS,NVSI,91.669.739/0001-46 ,6/8/1981,12/19/2002,"Rua Bento Gonçalves,2575
; CEP: 93510 - 001
;Novo Hamburgo - RS 
; Tel.: (51)594-2488 ","Incorporada pela Finansimos S.A.- Crédito Financiamento e Investimento. Cada ação foi substituída por 1,761226225 ações da Finansimos S.A.- Crédito Financiamentos e Investimentos, observada a espécie."
NUMERAL 80 PARTICIPAÇÕES S.A.,SANTOS BRAS,STBR,02.084.220/0001-76,10/9/2006,8/21/2017,"Rua Dr Eduardo de Souza Aranha, 387 - 2º andar/CJ; CEP: 04543-121; São Paulo-SP; Tel.:(11) 3279-3279","Listagem cancelada na B3, nos termos do item 9..3 (f) do Regulamento para Listagem de Emissores e Admissão de Valores Mobiliários."
ODEBRECHT S.A.,ODEBRECHT,ODBE,15.105.588/0001-15,6/15/1982,10/25/2000,"Av. Luíz  Viana Filho,2841 
; CEP: 41730 - 900
; Salvador - BA
; Tel.: (71)206-1111","Cancelou registro de Cia Aberta . O acionista controlador, Kieppe Investimentos S.A. realizou OPA na BOVESPA em 02/10/2000 ao preço de R$ 5,24 /mil ações. "
ÓLEO E GÁS PARTICIPAÇÕES S.A.,OGX PETROLEO,OGXP,07.957.093/0001-96,7/19/2006,2/6/2019,"Rua Lauro Muller, 116 - 38. andar; CEP: 22290-160; Rio de Janeiro - RJ; Tel.: (2196-4699",Em AGE realizada em 26/11/2018 foi aprovada a incorporação da Companhia pela Dommo Energia S.A.
OLVEBRA S.A.,OLVEBRA,OLVB,91.156.901/0001-22,11/28/1978,1/21/2003,"Rua 24 de Outubro,1681  
Cjto. 906
; CEP: 90510 - 003
; Porto Alegre - RS 
; Tel.: (51)481-3099",Falta de atualização do registro a BOVESPA cancelou a autorização para negociação em 09/12/1998.  
ONE PROPERTIES S.A.,ONEPROPERTIE,WTOR,07.875.234/0001-21,12/29/2006,6/29/2012,"Rua George Eastman, 280 - Sala 60 - CEP: 05690-000; São Paulo - SP; Tel.: (11) 3759-3334",Incorporada pela BR Properties S.A. Não admitida à cotação.
ORION S.A.,ORION,ORIO,61.082.863/0001-40,11/3/1980,9/13/2000,"Rod. Presidente Dutra  Km 135,1
; CEP: 12247 - 820
; São José dos Campos - SP
; Tel.: (12)3901-1000","Cancelou registro de Cia Aberta . Os acionistas controladores, realizaram OPA na BOVESPA em 20/12/1999 ao preço de R$ 302,51 /mil ações."
OXITENO S.A. INDÚSTRIA E COMÉRCIO,OXITENO,OXIT,62.545.686/0001-53,10/16/1986,12/30/2002,"Av. Brigaderio Luís Antônio,1343 - 
7ºandar
; CEP: 01317 - 910
; São Paulo - SP 
; Tel.: (11)3177-6872
","Incorporada pela Ultrapar Participações S.A. Cada ação foi substituída por 735,151 ações da Ultrapar Participações S.A., observada a espécie."
PACIFIC RDSL PARTICIPAÇÕES S.A.,PACIFIC RDSL,PACF,21.728.500/0001-14,7/7/2017,4/30/2019,"Avenida Cidade Jardim, 803 - 7º andar; CEP: 01453-000; São Paulo - SP; Tel.: (11) 3514-1608",Cancelou registro de Cia aberta
PACIFIC RUBIALES ENERGY CORP.,PACIFIC RUB ,PREB,14.388.520/0001-28,12/23/2011,3/24/2015,333 Bay Street - Suite 1100; Toronto/Ontário; Tel.: (11) 3011-0700,Cancelou registro de emissor estrangeiro.
PANEX S.A.  INDÚSTRIA E COMÉRCIO ,PANEX,PNXS,61.077.830/0001-01,4/29/1996,6/15/1999,"Av. Álvaro Guimarães,1100
; CEP: 09890-902
; São Bernardo do Campo - SP
; Tel.:  (11)4390-6999","Cancelou registro de Cia Aberta. O acionista controlador, Newell Brasil Ltda. realizou OPA na BOVESPA em 20/05/1999 ao preço de R$ 114,21 /mil ações."
PARANÁ EQUIPAMENTOS S.A.,PARANA EQUIP,PREQ,76.527.951/0001-85 ,10/6/1971,10/25/2000,"Marginal Br 116 Km 100 Nº11807
; CEP: 81690 - 200
; Curitiba - PR 
; Tel.: (41)270-2211","Cancelou registro de Cia Aberta . O acionista controlador, Paraná Comércio Administração S.A. realizou OPA na BOVESPA em 26/09/2000 ao preço de R$ 106,00 /ação."
PARMALAT BRASIL S.A. INDÚSTRIA DE ALIMENTOS,PARMALAT,LCSA,89.940.878/0001-10,1/2/1986,17/02/2010,"Av. Brigadeiro Faria Lima, 1.384 1º andar; CEP:01451-0001; São Paulo - SP; Tel.:3030-6000","Cancelou registro de Cia Aberta . O acionista controlador, Lácteos do Brasil S.A., realizou OPA na BOVESPA em 24/12/2009 ao preço R$ 0,008/ação."
PARNASSA S.A.,PARNASSA,PNSA,00.159.138/0001-38,1/4/1995,1/28/2000,"Av. Paulista,37 - 
20ºandar
; CEP: 01311 - 902
; São Paulo - SP 
; Tel.: (11)281-8216",Cancelou registro de Cia Aberta . Não estava admitida à cotação na BOVESPA.
PARQUES TEMÁTICOS HOPI HARI S.A.,PQT HOPI,AVID,02.783.424/0001-03,12/9/1998,10/3/2002,"Rua Dr. Rubens Meirelles,380
; CEP: 01141 - 000
; São Paulo - SP 
; Tel.: (11)3618-2735",Cancelou registro de Cia Aberta . Aprovado por 100% dos acionistas.
PARTICIPAÇÕES INDUSTRIAIS DO NORDESTE S.A.,PART INDS NE,BBPA,14.308.514/0001-13,11/4/1980,25/03/2009,"Rua Miguel Calmon, 57  - 7º andar / Parte; CEP:40015-010; Salvador - BA; Tel.:(71)3341-1122",Mudou registro para Balcão Organizado
PATI DO ALFERES PARTICIPAÇÕES S.A.,PATI ALFERES,PAAP,01.258.947/0001-60 ,12/5/1996,1/21/2002,"Av. Brigadeiro Faria Lima,3729  - 
7ºandar
; CEP: 04538 - 905
; São Paulo - SP 
; Tel.: (11)3049-5585 ",Cancelou registro de Cia Aberta . Não foi realizada OPA . 
PEARSON SISTEMAS DO BRASIL S.A.,SEB,SEBB,02.762.122/0001-40,17/10/2007,21/03/2011,"Rua Vergueiro , 1.737 ; CEP:04101-000; São Paulo - SP; Tel.:(11)5089-9100","Cancelou registro de cia aberta. A acionista controladora Pearson Education do Brasil Ltda.realizou OPA na BMFBOVESPA em 04/03/2011 ao preço de R$ 22,00 /units ou R$ 3,14285714285714."
PEIXE S.A.,PEIXE,PXEC,10.782.175/0001-51,1/18/1985,3/19/2001,"Av. Paulista,2439 - 10ºandar / Conj.102 
; CEP: 01310 - 300
; São Paulo - SP 
; Tel.: (11)3060-9899","Cancelou registro de Cia Aberta . O acionista controlador, Laps Patrimonial S.A. realizou  OPA na BOVESPA em 21/02/2001 ao preço de R$ 58,44 /mil ações. "
PERENCO PETRÓLEO E GÁS DO BRASIL PARTICIPAÇÕES S.A.,PERENCO OGBR,PEOG,12.592.795/0001-53,29/06/2011,21/10/2011,"Rua Lauro Muller, 116 Sala 1302; CEP:22290-160; Rio de Janeiro - RJ; Tel.:(21) 3043-0100",Cancelou registro de Cia Aberta . Não estava admitida à cotação na BMFBOVESPA.
PETROBRÁS DISTRIBUIDORA S.A.,PETROBRAS BR,BRDT,34.274.233/0001-02 ,11/25/1993,2/10/2003,"Rua General Canabarro,500 - 
16ºandar
; CEP: 20271 - 905
; Rio de Janeiro - RJ
; Tel.: (21)3876-4045","Cancelou registro de Cia Aberta . O acionista controlador, Petróleo Brasileiro S.A. - Petrobrás realizou OPA na BOVESPA em 29/01/2003, mediante permuta por ações preferenciais, sendo que mil ações da Petrobrás Distribuidora S.A. equivaliam a 0,9427 ação da Petróleo Brasileiro S.A. - Petrobrás."
PETROBRÁS QUÍMICA S.A. - PETROQUISA,PETROQUISA ,PTQS,33.795.055/0001-94,28/11/1989,24/11/2006,"Av. Republica do Chile, 65 - 9º andar /Sala 903 ; CEP:20035-900; Rio de Janeiro - RJ; Tel.:(21)2534-0620","Incorporada pela Petróleo Brasileiro S.A. - Petrobrás. Cada lote de 1.000 ações ON ou PN foi substituída por 4,496 ações PN da Petróleo Brasileiro S.A. - Petrobrás. "
PETROFLEX INDÚSTRIA E COMÉRCIO S.A.,PETROFLEX,PEFX,29.667.227/0001-77,5/8/1992,11/4/2008,"Rua Marumbi, 600 ; CEP:25221-000; Rio de Janeiro - RJ; Tel.:(21)2677-1247","Cancelou registro de Cia. Aberta. A  Lanxess Participações Ltda, na qualidade de cessionária realizou OPA na BOVESPA em 16/10/2008, ao preço de R$ 18,29 /ação. "
PETROQUIMICA UNIÃO S.A.,PETROQ UNIAO,PQUN,61.632.964/0001-47,28/07/1994,26/12/2008,"Av. Presidente Costa e Silva, 1.178 ; CEP:09270-901; Santo André - SP; Tel.:(11)4478-1503","Cancelou registro de Cia Aberta .O acionista controlador,Quattor Participações S.A. realizou OPA na BMFBOVESPA em 02/12/2008 ao preço de R$ 15,39 /ação."
PEVE PRÉDIOS S.A.,PEVE PREDIOS,PVPR,50.280.429/0001-58,10/11/1983,10/6/2003,"Av. Paulista,1450 - 8ºandar
; CEP: 01310 - 917
; São Paulo - SP 
; Tel.: (11)3145-2251","Incorporada pelo Banco Mercantil de  São Paulo S.A. Cada ação foi substituída por 18,844645025 ações do Banco Mercantil de São Paulo S.A., sendo 9,422323913 ações ON e 9,42232112 ações PN. "
PEVE-FINASA PARTICIPAÇÕES E PRÉDIOS S.A.,PEVE FINASA,PVFS,04.364.656/0001-4,8/31/2001,10/6/2003,"Av. Paulista,1450
; CEP: 01310 - 917
; São Paulo - SP 
; Tel.: (11)3145-2251","Incorporada pelo Banco Mercantil de São Paulo S.A. Cada lote de mil ações foram substituídas por 98,127765546 ações do Banco Mercantil de São Paulo S.A., sendo 49,063890104 ações ON e 49,063875442 ações PN. "
PILCOMAYO PARTICIPAÇÕES S.A.,PILCOMAYO,PILC,00.108.813/0001-08,11/22/1994,1/21/2002,"Av. Maria Coelho de Aguiar,215 - 
6ºandar / Bl.F
; CEP: 5804 - 900
; São Paulo - SP 
; Tel.: (11)3741-7553",Cancelou registro de Cia Aberta . Não foi realizada OPA . 
PIPA CIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIO,IMIGRANTES ,IMIG,05.918.309/0001-89,3/26/2004,4/5/2017,"Avenida Brigadeiro Faria Lima, 1572 - Conj. 315; CEP: 01451-000; São Paulo -SP; Tel.: (11) 3042-9218",Cancelou registro de cia. aberta.
PIRAJU PARTICIPAÇÕES S.A.,PIRAJU PART,PIJU,02.387.233/0001-14,7/2/1998,9/10/2001,"Av. Brigadeiro Faria Lima,3729 - 7ºandar
; CEP: 04538 - 905
; São Paulo - SP 
; Tel.: (11)3049-5585",Cancelou registro de Cia Aberta . Aprovado por 100% dos acionistas.
PIRELLI CABOS S.A.,PIRELLI,PIRE,61.150.751/0001-89,10/30/1946,12/14/2000,"Av. Alexandre de Gusmão,145
; CEP: 09110 - 900
; Santo André - SP 
; Tel.: (11)4998-4000 ","Cancelou registro de Cia Aberta . O acionista controlador, Pirelli SPA realizou OPA na BOVESPA em 21/11/2000 ao preço de R$ 3,50 /ação."
PIRELLI PNEUS S.A.,PIRELLI PNEU,PIPN,59.179.838/0001-37,9/14/1988,12/14/2000,"Av. Giovanni Battista Pirelli,871
; CEP: 09111 - 340
; Santo André - SP
; Tel.: (11)4998-5674","Cancelou registro de Cia Aberta . O acionista controlador, Pirelli SPA realizou OPA na BOVESPA em 21/11/2000 ao preço de R$ 6,15 /ação."
PISA PAPEL DE IMPRENSA S.A.,PISA,PISA,78.229.309/0001-45,3/5/1996,9/28/2001,"Rod. Pr 151 - Km 207,5
; CEP: 84200 - 000 
;Jaguariaíva - PR 
; Tel.: (43)535-8000",Cancelou registro de Cia Aberta . Não estava admitida à cotação na BOVESPA.
PLAYCENTER S.A.,PLAYCENTER,EBRU,00.643.535/0001-80,6/16/1995,8/15/2002,"Rua Dr. Rubens Meirelles,380
; CEP: 01141 - 000
; São Paulo - SP 
; Tel.: (11)3618-2735 ",Cancelou registro de Cia Aberta . Aprovado por 100% dos acionistas.
POCONÉ PARTICIPAÇÕES S.A.,POCONÉ PART,POCO,02.395.548/0001-03,7/2/1998,5/8/2003,"Rua Pamplona,818  
Cjto. C 
; CEP: 01405 - 001
; São Paulo - SP 
; Tel.: (11)3049-5585","Incorporada pela Gruçai Participações S.A. Cada lote de mil ações foi substituído por 0,440108918061083 ações da Gruçai Participações S.A."
POLIALDEN PETROQUÍMICA S.A. ,POLIALDEN,PLDN,13.545.769/0001-37,26/11/1986,18/07/2006,"Rua Hidrogênio, 3520 ; CEP:42810-000; Camacari - BA; Tel.:(71)632-6401","Incorporada pela Braskem S.A. Cada 1000 ações PN foram substituídas por 33,62 ações PNA da Braskem S.A. 
"
POLIPROPILENO PARTICIPAÇÕES S.A.,POLIPR PART ,PORP,01.391.425/0001-31,26/12/1996,17/01/2006,"Av. Brigadeiro Faria Lima, 1355 - 10° andar; CEP:01452-919; São Paulo - SP; Tel.:(11)3037-9500","Cancelou registro de Cia Aberta.  O acionista controlador Suzano Química Ltda. realizou OPA por meio de adoção de procedimento diferenciado ao preço de R$ 2,72/ mil ações a ser atualizado pela TR acrescido de juros de 6% (seis por centro) a.a. pró rata-temporis desde 09/09/2005 até 29/11/2005."
POLIPROPILENO S.A.,POLIPROPILEN,POPR,13.604.087/0001-58,17/04/1984,21/12/2005,"Av. Ayrton Senna da Silva, 2700 Ala 03 / Sala 02; CEP:09380-901; Mauá - SP; Tel.:(11)3345-5904","Cancelou registro de Cia Aberta. O acionista controlador, Suzano Quimica Ltda. realizou OPA para aquisição de ações por meio de adoção de procedimento diferenciado ao preço R$ 10,28/mil ações, atualizado com base na variação da TR acrescido de juros de 6% a.a. (base de 365 dias) pró rata-temporis, desde 09/09/2005 até 29/11/2005 data do pagamento."
POLITENO INDÚSTRIA E COMÉRCIO S.A.,POLITENO,PLTO,13.603.683/0001-13,6/1/1987,21/05/2007,"Rua Benzeno , 2391  - COPEC; CEP:42810-000; Camaçari - BA; Tel.:(71)3632-4444","Incorporada pela Braskem S.A. Cada lote de 1.656 ações independente da espécie e classe, foi substituída por uma ação preferencial classe A de emissão da Braskem S.A."
